STORE NAME#@LICENSE ID#@ACCOUNT NUMBER#@SQUARE FEET#@BUFFER SIZE#@ADDRESS#@ZIP CODE#@COMMUNITY AREA NAME#@COMMUNITY AREA#@WARD#@CENSUS TRACT#@CENSUS BLOCK#@X COORDINATE#@Y COORDINATE#@LATITUDE#@LONGITUDE#@LOCATION
CARNICERIA LA GLORIA NO. 2, INC.#@1514813#@279304#@7500#@B#@2744 W 55TH ST#@60632#@GAGE PARK#@63#@14#@17031630500#@170316305003017#@1158820.84915542#@1868105.55473536#@41.7938118263#@-87.6931506024#@(41.7938118263, -87.6931506024)"
CARNICERIA LA HACIENDA, INC.#@1492826#@276948#@4000#@B#@3459 W 59TH ST#@60629#@CHICAGO LAWN#@66#@16#@17031660400#@170316604004000#@1154081.81819697#@1865232.91193245#@41.786024401#@-87.7106047774#@(41.7860244010, -87.7106047774)"
CARNICERIA LA MEJOR PRODUCE, INC.#@1800292#@313836#@4500#@B#@2915 N MILWAUKEE AVE#@60618#@AVONDALE#@21#@35#@17031210602#@170312106023005#@1152283.91665166#@1919259.2190105#@41.9343143994#@-87.7157719991#@(41.9343143994, -87.7157719991)"
CARNICERIA LA VILLA #2#@2060542#@357089#@3289#@B#@5800 W GRAND AVE#@60639#@BELMONT CRAGIN#@19#@37#@17031191302#@170311913021021#@1137365.90083515#@1913858.09320835#@41.919774901#@-87.7707265258#@(41.9197749010, -87.7707265258)"
CARNICERIA RICARDO#@35191#@15006#@5000#@B#@4419 W DIVERSEY AVE#@60639#@HERMOSA#@20#@31#@17031200200#@170312002004000#@1146359.15618654#@1918206.52114575#@41.9315407469#@-87.7375725127#@(41.9315407469, -87.7375725127)"
CENTRAL PARK FOODS INC#@13813#@6373#@8000#@B#@3604 W GRAND AVE#@60651#@HUMBOLDT PARK#@23#@26#@17031231200#@170312312001000#@1152082.86286205#@1907654.38161198#@41.9024736738#@-87.7168174653#@(41.9024736738, -87.7168174653)"
CENTRO MARKET#@66257#@20469#@9100#@B#@5153 S KEDZIE AVE#@60632#@GAGE PARK#@63#@14#@17031630400#@170316304004004#@1155963.76044568#@1870068.76031822#@41.7992570437#@-87.7035747066#@(41.7992570437, -87.7035747066)"
CERMAK PRODUCE#@53313#@17784#@10000#@A#@4800 W DIVERSEY AVE#@60639#@BELMONT CRAGIN#@19#@31#@17031190200#@170311902004016#@1143869.8481677#@1918226.04399096#@41.9316414204#@-87.7467199106#@(41.9316414204, -87.7467199106)"
CERMAK PRODUCE#@1574003#@286531#@14000#@A#@4401 W ARMITAGE AVE#@60639#@HERMOSA#@20#@31#@17031831200#@170318312002004#@1146718.7533492#@1912886.20945973#@41.9169344398#@-87.7363871475#@(41.9169344398, -87.7363871475)"
CERMAK PRODUCE#@1476657#@273150#@15000#@A#@1711 W CERMAK RD#@60608#@LOWER WEST SIDE#@31#@25#@17031843200#@170318432002043#@1165248.86685433#@1889420.24051281#@41.8521678636#@-87.6689750407#@(41.8521678636, -87.6689750407)"
CERMAK PRODUCE#@1770942#@311980#@17000#@A#@3311 W 26TH ST#@60623#@SOUTH LAWNDALE#@30#@22#@17031840800#@170318408001003#@1154665.2718672#@1886497.89361503#@41.8443667287#@-87.7078980538#@(41.8443667287, -87.7078980538)"
CERMAK PRODUCE#@1515206#@279468#@25000#@A#@5220 S PULASKI RD#@60632#@WEST ELSDON#@62#@23#@17031620200#@170316202001000#@1150549.39787221#@1869568.67445651#@41.79799187#@-87.7234437408#@(41.7979918700, -87.7234437408)"
CERMAK PRODUCE#@1476654#@273149#@29000#@A#@4234 N KEDZIE AVE#@60618#@IRVING PARK#@16#@33#@17031160501#@170311605011009#@1154249.87183809#@1928122.47992912#@41.9585967247#@-87.7083095759#@(41.9585967247, -87.7083095759)"
CERMAK PRODUCE #5 LTD#@1649774#@298958#@10000#@A#@3435 S ARCHER AVE#@60608#@MCKINLEY PARK#@59#@11#@17031840300#@170318403002016#@1163434.49116983#@1881819.83702088#@41.8313499001#@-87.6758478479#@(41.8313499001, -87.6758478479)"
CERMAK PRODUCE NO.4#@69608#@21223#@17000#@A#@2701 W NORTH AVE#@60647#@WEST TOWN#@24#@26#@17031241000#@170312410002000#@1158110.21738995#@1910489.41501599#@41.9101322404#@-87.6946003939#@(41.9101322404, -87.6946003939)"
CHARLIES  SUPERMARKET INC.#@1441898#@268397#@2500#@B#@2941 W MONTROSE AVE#@60618#@IRVING PARK#@16#@33#@17031160601#@170311606012000#@1155799.62239241#@1929051.34438006#@41.9611144263#@-87.7025869386#@(41.9611144263, -87.7025869386)"
CHATHAM FOOD MARKET#@1904290#@331037#@4500#@B#@327 E 79TH ST#@60619#@CHATHAM#@44#@6#@17031440300#@170314403002001#@1179727.91860046#@1852659.21574541#@41.7509726753#@-87.6169578802#@(41.7509726753, -87.6169578802)"
CHICAGO FOOD CORP#@1169745#@11429#@10000#@A#@5800 N PULASKI RD#@60646#@NORTH PARK#@13#@39#@17031130200#@170311302001009#@1148643.52238829#@1938042.3883606#@41.9859279924#@-87.7286634185#@(41.9859279924, -87.7286634185)"
CHICAGO GROCERS#@1332221#@258200#@2500#@B#@2122 W DEVON AVE#@60659#@WEST RIDGE#@2#@50#@17031020500#@170310205001013#@1160870.39074803#@1942511.56241678#@41.9979458853#@-87.683568705#@(41.9979458853, -87.6835687050)"
Chicago Health - Maple Street#@2065274#@357879#@2900#@B#@22 W MAPLE ST#@60610#@NEAR NORTH SIDE#@8#@42#@17031081100#@170310811003002#@1175919.20163183#@1907658.87389393#@41.9019825524#@-87.6292631031#@(41.9019825524, -87.6292631031)"
CHICAGO PRODUCE#@1865#@368#@13500#@A#@3500 W LAWRENCE AVE#@60625#@ALBANY PARK#@14#@39#@17031140200#@170311402003015#@1152167.17855346#@1931711.03029567#@41.9684853733#@-87.7158713295#@(41.9684853733, -87.7158713295)"
CICERO DELI INC.#@20884#@8639#@3600#@B#@3206 N CICERO AVE#@60641#@PORTAGE PARK#@15#@30#@17031151002#@170311510024009#@1143769.20280917#@1920923.96793104#@41.93904667#@-87.7470219655#@(41.9390466700, -87.7470219655)"
CITY GROCERY#@1979483#@344633#@5000#@B#@405 N WABASH AVE#@60611#@NEAR NORTH SIDE#@8#@42#@17031081500#@170310815003007#@1176706.45901985#@1903103.75954164#@41.8894653288#@-87.6265092736#@(41.8894653288, -87.6265092736)"
CLARENDON FOOD MART INC#@29515#@11687#@10000#@A#@4183 N CLARENDON AVE#@60613#@UPTOWN#@3#@46#@17031031400#@170310314003003#@1170205.44111632#@1928028.60541563#@41.9580048015#@-87.6496537356#@(41.9580048015, -87.6496537356)"
CLYBOURN MARKET#@40522#@15968#@3500#@B#@2807 N CLYBOURN AVE#@60618#@NORTH CENTER#@5#@1#@17031051400#@170310514002008#@1162477.18043686#@1918702.51814032#@41.9325791837#@-87.678327456#@(41.9325791837, -87.6783274560)"
COMMERCIAL GROCERY#@56894#@23932#@2500#@B#@3004 E 100TH ST#@60617#@SOUTH DEERING#@51#@10#@17031510100#@170315101002007#@1197923.01185074#@1839161.15256569#@41.7134978435#@-87.5507331066#@(41.7134978435, -87.5507331066)"
CORCORANS PANTRY INC#@9412#@4333#@4200#@B#@1105 W BRYN MAWR AVE#@60660#@EDGEWATER#@77#@48#@17031030701#@170310307011003#@1167789.17137233#@1937316.92025118#@41.9835447852#@-87.6582676725#@(41.9835447852, -87.6582676725)"
COTTAGE GROVE FOOD MART#@1898994#@329883#@4000#@B#@6307 S COTTAGE GROVE AVE#@60637#@WOODLAWN#@42#@20#@17031420800#@170314208001004#@1182688.79232434#@1863317.52091744#@41.7801519592#@-87.6057775241#@(41.7801519592, -87.6057775241)"
COUNTY FAIR FOODS#@37096#@15344#@10001#@A#@10800 S WESTERN AVE#@60643#@MORGAN PARK#@75#@19#@17031750300#@170317503001022#@1162271.31138985#@1832938.98729091#@41.6972382088#@-87.6814748042#@(41.6972382088, -87.6814748042)"
CRESPO'S FOOD MART#@40132#@15902#@2800#@B#@4353 W MADISON ST#@60624#@WEST GARFIELD PARK#@26#@28#@17031260600#@170312606001001#@1147155.41643154#@1899613.73354635#@41.880504995#@-87.7351228503#@(41.8805049950, -87.7351228503)"
CUENCA'S BAKERY & GROCERIES#@1619464#@292181#@4500#@B#@4229 W MONTROSE AVE#@60641#@IRVING PARK#@16#@38#@17031160300#@170311603003002#@1147271.2214136#@1928863.70772615#@41.9607675196#@-87.7339469271#@(41.9607675196, -87.7339469271)"
CUPBOARD FOOD & LIQUOR#@7110#@3758#@3000#@B#@3260 W 55TH ST#@60632#@GAGE PARK#@63#@14#@17031630300#@170316303002035#@1155332.31888482#@1867998.70069576#@41.7935891795#@-87.7059457835#@(41.7935891795, -87.7059457835)"
D & A FOOD & LIQUOR#@46444#@7945#@5500#@B#@1601 W GARFIELD BLVD#@60636#@WEST ENGLEWOOD#@67#@15#@17031670300#@170316703002005#@1166596.81632756#@1868070.92675433#@41.793554363#@-87.6646375512#@(41.7935543630, -87.6646375512)"
DANNY'S FRESH MARKET#@1888080#@326926#@14405#@A#@2140 N WESTERN AVE#@60647#@LOGAN SQUARE#@22#@1#@17031221500#@170312215001018#@1159966.29415244#@1914498.83936956#@41.921096268#@-87.6876710129#@(41.9210962680, -87.6876710129)"
DEVON MARKET#@1042888#@201952#@18500#@A#@1440 W DEVON AVE#@60660#@ROGERS PARK#@1#@40#@17031010600#@170310106003012#@1165344.95540572#@1942648.85007481#@41.9982282538#@-87.6671044665#@(41.9982282538, -87.6671044665)"
DIA FOOD & LIQUOR#@41854#@16133#@4500#@B#@1478 W 115TH ST#@60643#@MORGAN PARK#@75#@34#@17031750600#@170317506004046#@1168245.94457531#@1828509.13817488#@41.6849557984#@-87.659725829#@(41.6849557984, -87.6597258290)"
DILILAH GROCERY#@1986580#@346168#@3125#@B#@1759 W 21ST ST#@60608#@LOWER WEST SIDE#@31#@25#@17031310800#@170313108003012#@1164727.48682038#@1890072.17258783#@41.8539678804#@-87.6708701882#@(41.8539678804, -87.6708701882)"
DISCOUNT MEAT COMPANY#@13820#@6377#@4160#@B#@339 W 79TH ST#@60620#@CHATHAM#@44#@17#@17031842400#@170318424002003#@1175247.3682053#@1852518.39354115#@41.7506874405#@-87.6333809292#@(41.7506874405, -87.6333809292)"
DISCOUNT PANTRY CORPORATION#@32952#@14616#@3600#@B#@4153 W 63RD ST#@60629#@WEST LAWN#@65#@13#@17031650301#@170316503013003#@1149540.47948427#@1862455.90597964#@41.7784929073#@-87.727327519#@(41.7784929073, -87.7273275190)"
DOLLAR DEALS & UP#@1276566#@252997#@2500#@B#@2057 N PULASKI RD#@60639#@HERMOSA#@20#@30#@17031200402#@170312004021000#@1149414.10883771#@1913618.23007827#@41.9188912639#@-87.726465315#@(41.9188912639, -87.7264653150)"
DOLLAR & LINEN#@1875260#@46290#@5800#@B#@1853 W 87TH ST#@60620#@AUBURN GRESHAM#@71#@21#@17031711300#@170317113001005#@1165310.5838773#@1846937.63333087#@41.7355890742#@-87.6699517263#@(41.7355890742, -87.6699517263)"
DOMINICK'S#@1969836#@5033#@59488#@A#@6623 N DAMEN AVE#@60645#@WEST RIDGE#@2#@50#@17031020500#@170310205003006#@1161793.53830751#@1944077.420998#@42.0022233751#@-87.680128828#@(42.0022233751, -87.6801288280)"
DOMINICK'S # 1100#@41629#@5033#@10001#@A#@3145 S ASHLAND AVE#@60608#@MCKINLEY PARK#@59#@11#@17031840400#@170318404001032#@1166221.87188053#@1883706.5913302#@41.8364683477#@-87.6655669021#@(41.8364683477, -87.6655669021)"
DOMINICK'S # 113/1113#@41633#@5033#@10001#@A#@6312 N NAGLE AVE#@60646#@NORWOOD PARK#@10#@41#@17031100200#@170311002002001#@1132586.74877494#@1941599.6411018#@41.9959852861#@-87.7876371171#@(41.9959852861, -87.7876371171)"
DOMINICK'S # 12/0012#@41645#@5033#@10001#@A#@6009 N BROADWAY#@60660#@EDGEWATER#@77#@48#@17031030101#@170310301011003#@1167254.13862522#@1940095.83620184#@41.9911817534#@-87.6601550832#@(41.9911817534, -87.6601550832)"
DOMINICK'S # 130/1130#@41657#@5033#@10001#@A#@2101 E 71ST ST#@60649#@SOUTH SHORE#@43#@5#@17031430600#@170314306001008#@1191459.65948817#@1858232.4496476#@41.7659900011#@-87.5737873367#@(41.7659900011, -87.5737873367)"
DOMINICK'S #147/1147#@41674#@5033#@68000#@A#@1340 S CANAL ST#@60607#@NEAR WEST SIDE#@28#@2#@17031841900#@170318419002092#@1173296.12262845#@1893985.70498833#@41.8645211937#@-87.6393040996#@(41.8645211937, -87.6393040996)"
DOMINICK'S #153/2153#@41678#@5033#@68000#@A#@424 W DIVISION ST#@60610#@NEAR NORTH SIDE#@8#@27#@17031080400#@170310804002003#@1173143.88490414#@1908329.18076731#@41.9038839611#@-87.6394372016#@(41.9038839611, -87.6394372016)"
DOMINICK'S #160/1698#@41689#@5033#@72000#@A#@1763 W HOWARD ST#@60626#@ROGERS PARK#@1#@49#@17031010202#@170310102021001#@1163123.85790163#@1950306.64606586#@42.0192885501#@-87.6750585094#@(42.0192885501, -87.6750585094)"
Dominick's #1703#@1574461#@5033#@49320#@A#@255 E GRAND AVE#@60611#@NEAR NORTH SIDE#@8#@42#@17031081403#@170310814031010#@1178351.17024005#@1903928.03325345#@41.8916898398#@-87.6204441348#@(41.8916898398, -87.6204441348)"
DOMINICK'S #1875#@1273445#@5033#@39000#@A#@1 N HALSTED ST#@60661#@NEAR WEST SIDE#@28#@27#@17031280100#@170312801001038#@1171090.96798683#@1900270.45401669#@41.8818156316#@-87.647214717#@(41.8818156316, -87.6472147170)"
DOMINICKS #2889#@2042084#@5033#@48735#@A#@5233 N LINCOLN AVE#@60625#@LINCOLN SQUARE#@4#@40#@17031040202#@170310402022002#@1158559.96590157#@1934822.69322619#@41.9768950984#@-87.6922796678#@(41.9768950984, -87.6922796678)"
DOMINICKS #2890#@2042094#@5033#@55129#@A#@5201 N SHERIDAN RD#@60640#@EDGEWATER#@77#@48#@17031030706#@170310307061008#@1168741.55164196#@1934750.44712966#@41.9764816676#@-87.6548397772#@(41.9764816676, -87.6548397772)"
DOMINICK'S # 304/2304#@41617#@5033#@10001#@A#@2550 N CLYBOURN AVE#@60614#@LINCOLN PARK#@7#@32#@17031070700#@170310707002005#@1163869.57125544#@1916997.68754867#@41.9278717231#@-87.6732588146#@(41.9278717231, -87.6732588146)"
DOMINICK'S # 86/1086#@41625#@5033#@10001#@A#@3350 N WESTERN AVE#@60618#@NORTH CENTER#@5#@47#@17031843700#@170318437001022#@1159720.97955709#@1922387.08110916#@41.9427471952#@-87.6883543215#@(41.9427471952, -87.6883543215)"
DOMINICK'S Finer Foods, Inc. #1695#@41682#@5033#@26819#@A#@959 W FULLERTON AVE#@60614#@LINCOLN PARK#@7#@43#@17031071100#@170310711002000#@1169257.27580507#@1916091.02465549#@41.9252682757#@-87.6534875641#@(41.9252682757, -87.6534875641)"
DOMINICK'S FINER FOODS - STORE # 2775#@1820382#@5033#@54963#@A#@2021 W CHICAGO AVE#@60622#@WEST TOWN#@24#@1#@17031243000#@170312430001000#@1162687.54435398#@1905295.59033371#@41.8957852296#@-87.6779308926#@(41.8957852296, -87.6779308926)"
EDDIE'S FOOD MART#@50432#@17311#@4500#@B#@1858 W 63RD ST#@60636#@WEST ENGLEWOOD#@67#@15#@17031670600#@170316706002016#@1164782.28738473#@1862921.11255926#@41.7794611564#@-87.6714366715#@(41.7794611564, -87.6714366715)"
EDDIE & SON FOOD &LIQ.#@4146#@3169#@2500#@B#@3624 W NORTH AVE#@60647#@HUMBOLDT PARK#@23#@26#@17031230400#@170312307001000#@1151856.61397894#@1910429.263639#@41.9100926711#@-87.7175753532#@(41.9100926711, -87.7175753532)"
EDDIE'S SUNSHINE FOOD & LIQUOR,  INC.#@24217#@63476#@3000#@B#@10806 S MICHIGAN AVE#@60628#@ROSELAND#@49#@9#@17031490901#@170314909012011#@1178782.2074476#@1833280.99742067#@41.6978179235#@-87.6210110036#@(41.6978179235, -87.6210110036)"
EDDY'S FOOD MART#@1879269#@324962#@4000#@B#@7575 N ROGERS AVE#@60626#@ROGERS PARK#@1#@49#@17031010300#@170310103002005#@1164934.27947934#@1950275.47831673#@42.019164625#@-87.668397288#@(42.0191646250, -87.6683972880)"
EDGEWATER PRODUCE#@16765#@6928#@7400#@B#@5509 N CLARK ST#@60640#@EDGEWATER#@77#@48#@17031030800#@170310308001010#@1165060.26775824#@1936722.17902772#@41.981971377#@-87.6683210323#@(41.9819713770, -87.6683210323)"
EL BARRIO GROCERY#@42681#@16221#@10001#@A#@3938 W NORTH AVE#@60647#@HUMBOLDT PARK#@23#@30#@17031230400#@170312307004007#@1149716.51970414#@1910383.1571315#@41.9100080401#@-87.7254384633#@(41.9100080401, -87.7254384633)"
EL MILAGRO#@43513#@2718#@5500#@B#@3048 W 26TH ST#@60623#@SOUTH LAWNDALE#@30#@12#@17031300900#@170313009001012#@1156243.4431393#@1886626.2709935#@41.8446873274#@-87.702102936#@(41.8446873274, -87.7021029360)"
EL  PASEO  BORICUA#@1301216#@254645#@3000#@B#@2706 W DIVISION ST#@60622#@WEST TOWN#@24#@26#@17031242600#@170312426001013#@1158083.13719782#@1907909.83002035#@41.9030542001#@-87.6947704208#@(41.9030542001, -87.6947704208)"
EL YUNQUE FOOD & LIQUOR#@1986802#@346323#@2500#@B#@1900 N CALIFORNIA AVE#@60647#@LOGAN SQUARE#@22#@35#@17031222500#@170312225001000#@1157361.32307991#@1912535.09558157#@41.9157610232#@-87.6972958109#@(41.9157610232, -87.6972958109)"
E.M. GROCERIES#@4863#@3289#@4500#@B#@5358 S CARPENTER ST#@60609#@NEW CITY#@61#@16#@17031612000#@170316120002009#@1170189.62709394#@1869037.37931314#@41.7961289732#@-87.6514349028#@(41.7961289732, -87.6514349028)"
EMILIO'S PRODUCE#@1675623#@298914#@2500#@B#@2294 N MILWAUKEE AVE#@60647#@LOGAN SQUARE#@22#@1#@17031221400#@170312214002002#@1157396.78059609#@1915026.70301653#@41.9225974657#@-87.6970976291#@(41.9225974657, -87.6970976291)"
EUROPA GALLERIA INC#@1299537#@253902#@6500#@B#@340 W SUPERIOR ST#@60610#@NEAR NORTH SIDE#@8#@42#@17031081800#@170310818002018#@1173771.57332862#@1905338.26466162#@41.8956627719#@-87.637220715#@(41.8956627719, -87.6372207150)"
EXTRA VALUE FOOD & LIQUOR#@1823321#@319024#@5000#@B#@6257 S ASHLAND AVE#@60636#@WEST ENGLEWOOD#@67#@16#@17031670800#@170316708002029#@1166789.07905548#@1862992.58622006#@41.7796146658#@-87.6640774893#@(41.7796146658, -87.6640774893)"
FAIRPLAY FINER FOOD#@10940#@86481#@10001#@A#@2200 S WESTERN AVE#@60608#@LOWER WEST SIDE#@31#@25#@17031841300#@170318413002001#@1160669.42562756#@1889318.19682194#@41.8519838396#@-87.6857857042#@(41.8519838396, -87.6857857042)"
FAIRPLAY FINER FOODS INC#@10949#@86481#@10001#@A#@4640 S HALSTED ST#@60609#@NEW CITY#@61#@11#@17031842600#@170318426002035#@1171712.00488315#@1873969.43160814#@41.809629768#@-87.6457075651#@(41.8096297680, -87.6457075651)"
FAIRPLAY FOODS INC#@10947#@86481#@18500#@A#@2323 W 111TH ST#@60643#@MORGAN PARK#@75#@19#@17031750500#@170317505001002#@1162749.7570969#@1830916.86666915#@41.691679204#@-87.6797791725#@(41.6916792040, -87.6797791725)"
FAIRWAY FOOD#@2031993#@352796#@3000#@B#@2900 E 79TH ST#@60649#@SOUTH SHORE#@43#@7#@17031431301#@170314313011010#@1196899.78525948#@1853184.81695032#@41.7520053919#@-87.5540154169#@(41.7520053919, -87.5540154169)"
FAMILY PRIDE#@77270#@22785#@12500#@A#@10601 S PULASKI RD#@60655#@MOUNT GREENWOOD#@74#@19#@17031740200#@170317402002010#@1151594.30628611#@1833996.47983391#@41.7003552742#@-87.7205408964#@(41.7003552742, -87.7205408964)"
FARM SUPER MARKET#@2017764#@339512#@3000#@B#@2255 W DEVON AVE#@60659#@WEST RIDGE#@2#@50#@17031020901#@170310209011002#@1159880.42932963#@1942402.42267554#@41.9976669579#@-87.687213456#@(41.9976669579, -87.6872134560)"
FIESTA SUPERMARCADO#@1196305#@221943#@14500#@A#@3307 W 63RD ST#@60629#@CHICAGO LAWN#@66#@15#@17031660500#@170316605001002#@1155383.10507094#@1862616.4850607#@41.7788185771#@-87.7059035755#@(41.7788185771, -87.7059035755)"
FIRST CHOICE MARKET#@1969290#@342952#@10000#@A#@3019 E 91ST ST#@60617#@SOUTH CHICAGO#@46#@10#@17031461000#@170314610001014#@1197964.09668578#@1845167.18087818#@41.7299778712#@-87.5503825944#@(41.7299778712, -87.5503825944)"
FIVE STAR CERTIFIED INC#@7168#@3771#@5000#@B#@935 W 87TH ST#@60620#@AUBURN GRESHAM#@71#@21#@17031711400#@170317114002006#@1171458.61836386#@1847102.19488605#@41.7359084057#@-87.6474228803#@(41.7359084057, -87.6474228803)"
FOOD 4 LESS#@1928152#@251246#@63506#@A#@112 W 87TH ST#@60620#@CHATHAM#@44#@21#@17031842400#@170318424002040#@1176892.36521448#@1847318.001373#@41.7363800456#@-87.627509219#@(41.7363800456, -87.6275092190)"
FOOD 4 LESS#@1884255#@251246#@58000#@A#@4821 W NORTH AVE#@60639#@AUSTIN#@25#@37#@17031250800#@170312508001000#@1143859.69190385#@1910159.12068842#@41.9095051477#@-87.7469599363#@(41.9095051477, -87.7469599363)"
Food 4 Less Midwest#@1596210#@251246#@62000#@A#@7030 S ASHLAND AVE#@60636#@WEST ENGLEWOOD#@67#@17#@17031671500#@170316715003031#@1166858.45186618#@1857955.50146968#@41.7657907704#@-87.6639668865#@(41.7657907704, -87.6639668865)"
FOOD 4 LESS MIDWEST #789#@1272529#@251246#@64486#@A#@4620 S DAMEN AVE#@60609#@NEW CITY#@61#@12#@17031610300#@170316103003015#@1163694.5483752#@1873920.77923312#@41.809668528#@-87.6751156964#@(41.8096685280, -87.6751156964)"
FOOD BASKET#@1682475#@291625#@2500#@B#@7205 S HALSTED ST#@60621#@ENGLEWOOD#@68#@17#@17031681300#@170316813001006#@1172254.5642532#@1857047.14558258#@41.763181195#@-87.644215021#@(41.7631811950, -87.6442150210)"
FOODSMART#@1474028#@272175#@13800#@A#@2901 W ARMITAGE AVE#@60647#@LOGAN SQUARE#@22#@35#@17031222500#@170312225001004#@1156800.35616966#@1913113.11239784#@41.9173585451#@-87.6993410687#@(41.9173585451, -87.6993410687)"
FOODSMART#@46295#@16644#@3500#@B#@3415 W DIVERSEY AVE#@60647#@LOGAN SQUARE#@22#@35#@17031220602#@170312206025000#@1153071.52126484#@1918367.83820032#@41.9318527752#@-87.7129012497#@(41.9318527752, -87.7129012497)"
FRESH BUY FOODS INC#@23640#@9535#@26000#@A#@6319 S VERNON AVE#@60637#@WOODLAWN#@42#@20#@17031420700#@170314207005004#@1180379.16410905#@1863120.50899498#@41.7796646515#@-87.6142509361#@(41.7796646515, -87.6142509361)"
FRESH FARMS INTERNATIONAL#@30144#@12018#@9500#@B#@2626 W DEVON AVE#@60659#@WEST RIDGE#@2#@50#@17031020602#@170310206023013#@1157511.1764635#@1942409.79319184#@41.9977359091#@-87.6959288805#@(41.9977359091, -87.6959288805)"
FRESH MARKET PLACE#@1382145#@266140#@20000#@A#@2600 N CENTRAL AVE#@60639#@BELMONT CRAGIN#@19#@30#@17031190602#@170311906022018#@1138560.74345557#@1916734.93561285#@41.9276476796#@-87.7662665211#@(41.9276476796, -87.7662665211)"
FRUTERIA EL MERCADO#@21239#@8832#@5500#@B#@2759 S SPAULDING AVE#@60623#@SOUTH LAWNDALE#@30#@22#@17031840800#@170318408001015#@1154858.00816559#@1885248.05326894#@41.8409331636#@-87.7072241769#@(41.8409331636, -87.7072241769)"
FURTERIA EL SERRANITO#@2031979#@352794#@2500#@B#@1755 W 38TH ST#@60609#@MCKINLEY PARK#@59#@11#@17031590700#@170315907001015#@1165040.19696125#@1879467.37705179#@41.8248606245#@-87.6700230192#@(41.8248606245, -87.6700230192)"
GAYTAN GROCERY STORE#@85044#@81586#@3500#@B#@2802 S KOLIN AVE#@60623#@SOUTH LAWNDALE#@30#@22#@17031301801#@170313018011003#@1147806.76213099#@1884970.12524347#@41.8403086304#@-87.733107059#@(41.8403086304, -87.7331070590)"
GEMELOS FOOD/ CHECK CASHING SERVICES#@1045757#@203580#@6600#@B#@4300 S MOZART ST#@60632#@BRIGHTON PARK#@58#@14#@17031580502#@170315805023027#@1158040.54919163#@1875978.45083464#@41.815432001#@-87.69579779#@(41.8154320010, -87.6957977900)"
GENES SAUSAGE SHOP AT DELI MEYER#@1922145#@335302#@6000#@B#@4746 N LINCOLN AVE#@60625#@LINCOLN SQUARE#@4#@47#@17031040600#@170310406003004#@1159702.05744229#@1931499.89654664#@41.9677536575#@-87.6881717161#@(41.9677536575, -87.6881717161)"
GENE'S SAUSAGE SHOP & DELI INC#@1876#@371#@5000#@B#@5330 W BELMONT AVE#@60641#@PORTAGE PARK#@15#@38#@17031151100#@170311511002015#@1140128.16354205#@1920795.59821014#@41.9387619658#@-87.7604070714#@(41.9387619658, -87.7604070714)"
GILMART'S  FOOD & LIQUOR#@22715#@9350#@10001#@A#@5044 S ARCHER AVE#@60632#@ARCHER HEIGHTS#@57#@14#@17031570300#@170315703002016#@1149831.67509607#@1870805.56732262#@41.8014000331#@-87.7260437419#@(41.8014000331, -87.7260437419)"
GOLDMORE FOOD#@34046#@14804#@2500#@B#@1949 W 51ST ST#@60609#@NEW CITY#@61#@16#@17031611700#@170316117003002#@1164000.68111456#@1870810.75465706#@41.8011278091#@-87.6740803441#@(41.8011278091, -87.6740803441)"
GRAND FOOD MARKET#@1221783#@223107#@3952#@B#@5202 W GRAND AVE#@60639#@BELMONT CRAGIN#@19#@37#@17031191200#@170311912002006#@1141369.19552283#@1912898.16626801#@41.9170677465#@-87.7560413324#@(41.9170677465, -87.7560413324)"
GRAND PALACE SUPERMARKET, INC#@49648#@17200#@3000#@B#@7131 S STATE ST#@60619#@GREATER GRAND CROSSING#@69#@6#@17031691000#@170316910004006#@1177563.58028577#@1857597.70573009#@41.7645736329#@-87.6247399651#@(41.7645736329, -87.6247399651)"
H & A FOOD MARKET, INC.#@1379268#@217567#@2500#@B#@1007 W 63RD ST#@60621#@ENGLEWOOD#@68#@16#@17031681000#@170316810004004#@1170635.73391717#@1863004.58929834#@41.7795645849#@-87.6499748357#@(41.7795645849, -87.6499748357)"
HALAL MEAT & GROCERY#@55665#@18191#@2500#@B#@1414 W DEVON AVE#@60660#@ROGERS PARK#@1#@40#@17031010600#@170310106003008#@1165598.63911061#@1942654.15374794#@41.9982373871#@-87.6661711005#@(41.9982373871, -87.6661711005)"
HAPPY FOODS#@1618656#@294177#@11500#@A#@6415 N CENTRAL AVE#@60646#@FOREST GLEN#@12#@45#@17031120200#@170311202002015#@1139158.15739332#@1942325.6373831#@41.9978600139#@-87.7634457986#@(41.9978600139, -87.7634457986)"
HAPPY FOODS#@1618660#@294177#@11000#@A#@6783 N NORTHWEST HWY#@60631#@EDISON PARK#@9#@41#@17031090200#@170310902004007#@1124182.69436027#@1944613.81120479#@42.0043992612#@-87.8184857554#@(42.0043992612, -87.8184857554)"
HARBOR MARKET#@44759#@16473#@4200#@B#@155 N HARBOR DR#@60601#@LOOP#@32#@42#@17031320100#@170313201004020#@1179690.18299319#@1901410.33938393#@41.8847505385#@-87.6156039565#@(41.8847505385, -87.6156039565)"
HAREER FOOD & LIQUOR#@52337#@17625#@2500#@B#@5452 S HALSTED ST#@60609#@NEW CITY#@61#@20#@17031612100#@170316121001043#@1171863.41450933#@1868478.62879514#@41.7945591033#@-87.6453134277#@(41.7945591033, -87.6453134277)"
